,x,y,label
0,-2.370985238838213,5.194853892443558,1
1,-9.696868831170987,3.0236665889165666,0
2,-0.9240687480200099,6.464309873705924,1
3,-9.79770342339811,2.3810873375681485,0
4,-1.1663524422275942,5.202193719463464,1
5,-0.1970577734884591,7.562091675113949,1
6,-9.454401557106843,4.922642247514986,0
7,-0.031844039694205684,6.194174576163841,1
8,-11.293740444585787,5.655656336557509,0
9,-1.0381520389348384,7.193026277818712,1
10,-0.6451914561936761,7.581767785891605,1
11,-2.1496376721921195,6.699585514435582,1
12,-1.8120430069945055,7.280355510263325,1
13,-8.698474623347854,4.567572326860297,0
14,-2.1767905161427725,6.579396519007078,1
15,-1.3700158526053832,7.417267900974863,1
16,-1.3833568196043922,7.679852216376099,1
17,-10.981034060531847,5.0856960449535045,0
18,-0.9713513592506541,6.09556854611306,1
19,0.7025723568550015,6.86726817534672,1
20,-0.22999426715648497,8.448421376227618,1
21,-9.824329050389325,4.9165814805105885,0
22,0.10990981552938917,5.65786929875783,1
23,-0.6477447298899393,7.248977197675579,1
24,-8.273970150339325,2.7891083467577835,0
25,-9.583233633614512,5.147773659341431,0
26,-8.620331223320978,4.721779022255394,0
27,-1.6241017690056374,7.805202243287151,1
28,-10.156555322680516,4.803318174711885,0
29,-8.59830897053408,5.814246542466997,0
30,-2.0735662045741274,5.888558859976394,1
31,-1.2330265580035638,7.019257198048926,1
32,-2.672932938309777,6.301506255454936,1
33,-1.6292852414431258,5.60122401261874,1
34,-2.5419208941825753,5.2148461479536365,1
35,-1.488817770244904,5.753926328898264,1
36,0.8319413155273176,8.295192667049676,1
37,-9.220577115113532,4.901167761876249,0
38,-2.4556007086861777,7.558958077161453,1
39,-10.16151330349756,5.127214175063784,0
40,-3.0447682612538114,6.688638813072976,1
41,-9.464899064620681,4.5329525661355605,0
42,-10.609936778987494,3.8938222086189,0
43,-1.1443354785505873,7.2781638132475575,1
44,-0.8655128736054383,6.281411701758501,1
45,-9.764605953044805,4.785160395367862,0
46,-1.7789845157379878,6.357040545973929,1
47,-8.840037357983304,4.76238476365334,0
48,0.60350715596813,7.279485626333072,1
49,-9.675788248818634,3.3194717651314347,0
50,-0.7148713319797809,6.281924473197549,1
51,-1.535634029279803,7.528131003043536,1
52,-10.198385889231522,3.374386991440046,0
53,-1.9613938307939671,8.01698480966059,1
54,0.17446864899021874,4.574383579183147,1
