,x,y,label
0,-0.6227364081461546,5.729760445065442,2
1,-0.5563778926659961,-0.6319798439271214,0
2,-5.390528801656733,7.36996199371775,3
3,-4.887550069061078,8.410411457468195,3
4,-6.504300084623234,6.221752637380882,3
5,-1.1267543940411178,-0.37485508741082896,1
6,0.1560828765841329,-0.6151911446391473,0
7,-0.6782438526775814,-0.6677097766176202,1
8,-3.6495684137651274,5.068121669815747,2
9,-1.3963043818981287,-0.4191678289156706,1
10,-4.4881061889971905,6.480392884444033,3
11,-7.121095097332781,7.3372215282711135,3
12,0.00489598636336952,-1.5538832166890628,1
13,-1.9091542784564353,5.512261411545799,2
14,-6.742014411004688,5.751659020633187,3
15,-0.11749845738585507,-1.0555000925505622,1
16,-5.775003172207447,8.722068224406222,3
17,-0.6625427602549683,2.5231662142233477,0
18,0.48585629588797263,-0.888345949887408,0
19,-1.1863281483177766,-1.3119170895907062,1
20,-5.4813191725749535,5.4349216380193095,3
21,-3.999272563534675,4.587015706715162,3
22,-2.1855294008632695,0.6388712893181809,0
23,-0.19410270198445223,-0.752982514949526,0
24,-0.5814175651525464,5.0746358555436295,2
25,-5.01832820121446,5.026226131269768,3
26,-0.6943280747538705,6.0670981634792165,2
27,-0.5559873811698761,-1.408866621042852,1
28,-2.473102720880945,0.3064961696933408,0
29,-1.56591215719199,5.221165352878009,2
30,-6.965768375950895,5.254806141918994,3
31,-1.8583632135514883,1.5488764529816064,0
32,0.5018354458876431,-3.0984839372454815,1
33,-0.9520480337394017,-2.126797469338068,1
34,-7.402419864429513,6.948624024854964,3
35,-3.03251711093406,4.690524970084212,2
36,-4.332944084889078,6.622628247160841,3
37,-0.8908835125728104,-1.628796532418912,1
38,-1.454099948194655,6.485131154752048,2
39,-2.232730198164459,-1.2988590962009168,1
40,-1.2329494311261822,-0.09319965496491811,0
41,-2.3408387940891617,6.3017192269164335,2
42,-2.0808493737303815,1.7490714978868183,0
43,-8.14935220427026,7.35367317384779,3
44,-4.345151080819526,5.216726052994607,3
45,-0.8137622679955829,4.453330900707722,2
46,-2.101535697490023,5.549028550590661,2
47,-1.216134167013501,3.587940260313805,2
48,-1.0662387719544397,-0.5433115286279302,1
49,-2.1129395750906856,-0.9477337988736608,1
50,-7.160482323634179,6.70529507507398,3
51,-0.3603452845296826,3.9770832388876647,2
52,-2.014449227467142,3.527158995276734,2
53,-3.3433742299459572,1.1762541740226748,0
54,-1.3637216736396074,3.497917550215983,2
55,-2.142809680853,5.417803615931007,2
56,-2.1885545470082888,-1.866214039316937,1
57,-1.9962603058785942,-0.3933991741283446,0
58,-0.9868604850399104,-1.5430409379985317,1
59,-1.1387548997374672,-1.0281731990752756,0
60,-6.158155767211126,6.73127067634777,3
61,-0.03319419729781914,-2.244559476444625,1
62,-2.080214544879101,3.5146327384015326,2
63,-2.404390797616448,-1.5844782036849763,0
64,-6.456366721465955,6.73911731296909,3
65,0.14191605744551095,-0.34499074329985613,0
66,-2.6881016686592254,-0.7328393677121695,1
67,-0.9777033780079865,-1.5878468623553736,1
68,-0.8673543808454729,4.778446724274705,2
69,-1.4810081893682459,-0.8009286397060562,0
70,-3.4606650688113714,4.539322436635195,2
71,-6.24054331359186,5.661291410238073,3
72,-2.1952732532071018,0.7964691548074809,0
73,-0.7636790719968538,2.001913637488917,0
74,-0.29960901955105024,1.611062249059362,0
75,-1.1828558848343829,-0.5742841294063067,0
76,0.5842986071315157,-3.1889925498697735,1
77,-1.5665490737688672,-1.4459196958611966,1
78,-7.150341528703175,8.147660083748839,3
79,-3.1849114904212676,4.960211130293409,2
80,0.4212878082915603,-0.7792753914753701,0
81,-5.6038728999068095,5.309334930019019,3
82,-1.3621902386438205,4.147174947694376,2
83,-3.0878365000372825,5.833809545080325,2
84,-6.167512173815412,8.06418791137547,3
85,-1.4384410910015661,-0.006619216611893963,0
86,-0.7318979004175222,-2.1213929086048533,1
87,-1.5482575423066374,1.4114631381855376,1
88,-0.8228760031129538,5.463260135180443,2
89,-5.632748587394994,7.398437274243474,3
90,-0.4942564588529921,-0.07549495408847812,0
91,-7.419725870502112,6.13805405195861,3
92,-2.293261257898456,0.15792331615084912,0
93,-1.217614312188124,-2.2152232892411217,1
94,-1.6169681986221358,-0.17011185681291763,1
95,-0.9555001178513729,-1.2667635373841848,1
96,-2.148148204461699,4.884944937338831,2
97,-6.439177315527749,7.926416155447571,3
98,-0.11525849104106312,-1.5257417728423464,0
99,-2.19890271493618,3.6746609291032,2
